anyo,fecha_exportacion,evaluacion,alumno,ensenanza,curso,contenido,bloque_contenido,nota_numerica,tipo_nota,observacion,capacidades_inf,medidas_inf,borrar,sobreescribir
2022,19/10/2023 16:11:33,01,ea65361fec387c87ebe87b2e738f7250c4b98434dd81a22a1457b95e4ae5c76d,5,2837625929,0171, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0179, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,CV0003, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0177, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0182, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0174, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0173, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0172, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,bd6754827728fbda4842af702a9ff04e316398a29fbb6ee2960324cfef913a40,5,2837625929,0171, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0179, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,CV0003, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0177, ,10,146988216, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0182, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0174, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0173, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0172, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,8645f67bf95bf4d80a1573d87b6bb23b4debd2e0de62e14d4937cf3b16df9c92,5,2837625929,0171, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,a47425b260dd144d0c0c154d606358e171a4b0f7b9fb44d8b66965f06e0151da,5,2837625929,0177, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,781047261c3be58eb7d63284042ac68eac93d6bd6d473ab2cbf3a151d68cbdc5,5,2837625929,0173, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0179, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,CV0003, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0177, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0182, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0174, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0173, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0172, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,28564d86f43b2af403ef1b1666d7508c3d23280b587c2ba4f90095688aab3491,5,2837625929,0171, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0179, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,CV0003, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0177, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0182, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0174, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0173, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0172, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,9c58ec6ba74ec2e075835b0c0f069a4fb19ee5953fc9e5af4e0fd77800a4388f,5,2837625929,0171, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0179, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,CV0003, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0177, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0174, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,7ac900845af7a831fd904aa2347685be6ec55aee2bfecf74c86a252d2b1d4db3,5,2837625929,0171, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0177, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0182, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0174, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0173, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0172, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,2663fe2407f4b0fe4d98855dde8cfdfdf1e3dda6012482336f857fbc2fd11bf6,5,2837625929,0171, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0179, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,CV0003, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0177, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0182, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0174, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0173, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0172, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,6b8e0d8f1387ceed3471d877dc1374f3129e083b333731579002910f924cfd30,5,2837625929,0171, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0177, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0174, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,c8a3cd4a5d3a622af3a5bbdf4362520fe0990002f733790d4aecc2a57f82f8e6,5,2837625929,0171, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0179, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,CV0003, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0177, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0182, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0174, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0173, ,3,146988241, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0172, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,3df3d95c45c94e9747e6dbab0be08b03efc8ba577a073e07982228de5dd46b27,5,2837625929,0171, ,6,146988243, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0179, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,CV0003, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0177, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0182, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0174, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0173, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0172, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,620c356c5c57ec6077e065f23892495eefc302f847fc81ce2212c6d50a12cba1,5,2837625929,0171, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0177, ,1,146988239, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0174, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,5e94f8dd17244a875a0fc1fbc7e24382949f5eeb1342c1b8d4146b2c89aa8d55,5,2837625929,0171, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0179, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,CV0003, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,CV0003, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,CV0003, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,CV0003, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0177, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0177, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0177, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0177, ,4,146988242, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0174, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0174, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0174, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0174, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0173, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0173, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0173, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0173, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0171, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0171, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0171, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0171, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0179, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0179, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,eba3b2acfbdb9b14a9501b660b792448035e695bbe86956f50636b837b3d63e6,5,2837625929,0179, ,2,146988240, , , ,N,N
2022,19/10/2023 16:11:33,01,e33104a2c68ad1e07b02a50618cd754975277349835c28272ad2c5ee1651c0c9,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e33104a2c68ad1e07b02a50618cd754975277349835c28272ad2c5ee1651c0c9,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,e33104a2c68ad1e07b02a50618cd754975277349835c28272ad2c5ee1651c0c9,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0177, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0174, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,51608ce22ee037b369594e9ea7e1d775980f0fb7724bf7f394dd427dda14d6dd,5,2837625929,0171, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0179, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,CV0003, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0177, ,9,146988217, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0182, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0174, ,7,360492991, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0173, ,5,146988215, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0172, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,f402b9086cbf3a5430ab985eb980cf6d16720dca6365bfd2ecdcca547b3baf3e,5,2837625929,0171, ,8,146988244, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0177, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0182, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0174, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,0c33d0555ec9e8a55e7a5b15ce58ac426ffaa11658d2cee0fb304b268c33a758,5,2837625929,0171, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6d5d27f59c8ba5e193d37f8fbefacb5add5b30ff3f03d499f61f04f790838f62,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6d5d27f59c8ba5e193d37f8fbefacb5add5b30ff3f03d499f61f04f790838f62,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6d5d27f59c8ba5e193d37f8fbefacb5add5b30ff3f03d499f61f04f790838f62,5,2837625929,0173, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,6d5d27f59c8ba5e193d37f8fbefacb5add5b30ff3f03d499f61f04f790838f62,5,2837625929,0172, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,4e2c1436a1d06765eeeb6cb2a2360bda5ed5e7e04d90486d4e825d9a0bbde8e7,5,2837625929,0179, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,4e2c1436a1d06765eeeb6cb2a2360bda5ed5e7e04d90486d4e825d9a0bbde8e7,5,2837625929,CV0003, ,0,146988218, , , ,N,N
2022,19/10/2023 16:11:33,01,4e2c1436a1d06765eeeb6cb2a2360bda5ed5e7e04d90486d4e825d9a0bbde8e7,5,2837625929,0177, ,0,146988218, , , ,N,N
